"Crowdsourced data on dried cannabis prices, use, and consumption",,,,,,,,
"The application was launched January 25, 2018. Data are being collected continuously and will be made available as new information comes in.",,,,,,,,
SubDate,Price,Quantity,Quality,City,Province,Reason,Usage,Consumption
25/01/2018,3.571428571,28,Medium,Joliette,QC,Recreate illegally,Daily,56
25/01/2018,2.321428571,28,High,Joliette,QC,Recreate illegally,Daily,1
25/01/2018,3,1,High,Joliette,QC,Recreate illegally,Daily,1
25/01/2018,5,28,High,Joliette,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Joliette,QC,Recreate illegally,Daily,500
25/01/2018,5,1,High,Joliette,QC,Recreate illegally,Daily,112
25/01/2018,3.571428571,28,High,Joliette,QC,Medicate illegally,Weekly,2
25/01/2018,10,1,High,Joliette,QC,Recreate illegally,Weekly,2
25/01/2018,2.857142857,28,Medium,Joliette,QC,Recreate illegally,Monthly,10
25/01/2018,2.857142857,28,Medium,Joliette,QC,Recreate illegally,Monthly,3
25/01/2018,2.857142857,3.5,High,Joliette,QC,Recreate illegally,Monthly,3
25/01/2018,10,1,High,Joliette,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,3.5,Medium,Joliette,QC,Recreate illegally,Yearly,5
25/01/2018,2.857142857,7,Medium,Rawdon,QC,Recreate illegally,,0
25/01/2018,4.642857143,28,High,Rawdon,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,28,High,Rawdon,QC,Recreate illegally,Daily,56
25/01/2018,20,1,Medium,Manawan,QC,Recreate illegally,Weekly,2
25/01/2018,4.285714286,3.5,Medium,Saint-Roch-Ouest,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Saint-Lin--Laurentides,QC,Recreate illegally,Yearly,5
25/01/2018,3.571428571,28,Medium,Terrebonne,QC,Recreate illegally,,0
25/01/2018,3.928571429,28,Medium,Terrebonne,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Terrebonne,QC,Recreate illegally,,0
25/01/2018,5,1,High,Terrebonne,QC,Recreate illegally,,0
25/01/2018,3.214285714,112,High,Terrebonne,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,Medium,Terrebonne,QC,Medicate legally,Daily,1
25/01/2018,3.214285714,28,Medium,Terrebonne,QC,Medicate illegally,Daily,0
25/01/2018,5.357142857,28,Medium,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,Medium,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,11.42857143,3.5,Medium,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,14,Medium,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,5.357142857,28,Medium,Terrebonne,QC,Recreate illegally,Daily,50
25/01/2018,3.928571429,28,Medium,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,5,28,Medium,Terrebonne,QC,Recreate illegally,Daily,0
25/01/2018,10,1,High,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,10,1,High,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,High,Terrebonne,QC,Recreate illegally,Daily,28
25/01/2018,3.571428571,28,High,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,14,High,Terrebonne,QC,Recreate illegally,Daily,40
25/01/2018,5,28,High,Terrebonne,QC,Recreate illegally,Daily,56
25/01/2018,5.714285714,7,High,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Terrebonne,QC,Recreate illegally,Daily,1
25/01/2018,2.857142857,28,Medium,Terrebonne,QC,Medicate illegally,Weekly,2
25/01/2018,5.714285714,3.5,Medium,Terrebonne,QC,Medicate illegally,Weekly,2
25/01/2018,2.857142857,28,Medium,Terrebonne,QC,Recreate illegally,Weekly,2
25/01/2018,2.5,28,Medium,Terrebonne,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,High,Terrebonne,QC,Recreate illegally,Weekly,2
25/01/2018,4.285714286,28,High,Terrebonne,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,High,Terrebonne,QC,Recreate illegally,Weekly,2
25/01/2018,4.642857143,28,High,Terrebonne,QC,Recreate illegally,Weekly,2
25/01/2018,3.571428571,28,Medium,Terrebonne,QC,Recreate illegally,Monthly,3
25/01/2018,4.285714286,14,Medium,Terrebonne,QC,Recreate illegally,Monthly,3
25/01/2018,4.642857143,14,High,Terrebonne,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,3.5,Medium,Terrebonne,QC,Recreate illegally,Yearly,5
25/01/2018,6.428571429,7,High,Mascouche,QC,Recreate illegally,,0
25/01/2018,3.571428571,28,High,Mascouche,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Mascouche,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,Medium,Mascouche,QC,Recreate illegally,Daily,1
25/01/2018,4.047619048,42,Medium,Mascouche,QC,Recreate illegally,Daily,56
25/01/2018,5,28,High,Mascouche,QC,Recreate illegally,Daily,1
25/01/2018,4.464285714,28,High,Mascouche,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,Medium,Mascouche,QC,Recreate illegally,Weekly,2
25/01/2018,2.857142857,7,Medium,Mascouche,QC,Recreate illegally,Monthly,3
25/01/2018,5.357142857,28,Medium,Mascouche,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,7,Medium,Mascouche,QC,Recreate illegally,Yearly,5
25/01/2018,5.714285714,3.5,Medium,Mascouche,QC,Recreate illegally,Yearly,5
25/01/2018,5.714285714,14,High,Mascouche,QC,Recreate illegally,Yearly,5
25/01/2018,4.285714286,7,High,Laval,QC,Medicate legally,,0
25/01/2018,3.214285714,28,High,Laval,QC,Medicate illegally,,0
25/01/2018,7.142857143,14,High,Laval,QC,Medicate illegally,,0
25/01/2018,5,28,High,Laval,QC,Medicate illegally,,0
25/01/2018,4.285714286,3.5,High,Laval,QC,Medicate illegally,,0
25/01/2018,3.214285714,28,High,Laval,QC,Medicate illegally,,0
25/01/2018,5,14,Medium,Laval,QC,Recreate illegally,,0
25/01/2018,5.714285714,28,Medium,Laval,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,Medium,Laval,QC,Recreate illegally,,0
25/01/2018,3.571428571,28,Medium,Laval,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,Medium,Laval,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Laval,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,Medium,Laval,QC,Recreate illegally,,0
25/01/2018,7.857142857,7,High,Laval,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,High,Laval,QC,Recreate illegally,,0
25/01/2018,5,28,High,Laval,QC,Recreate illegally,,0
25/01/2018,4.285714286,3.5,High,Laval,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,High,Laval,QC,Recreate illegally,,0
25/01/2018,5,1,High,Laval,QC,Recreate illegally,,0
25/01/2018,7,1,High,Laval,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Laval,QC,Recreate illegally,,0
25/01/2018,5,28,High,Laval,QC,Recreate illegally,,0
25/01/2018,3.214285714,28,High,Laval,QC,Recreate illegally,,0
25/01/2018,10,1,High,Laval,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Laval,QC,Medicate legally,Daily,90
25/01/2018,5.714285714,7,Medium,Laval,QC,Medicate illegally,Daily,56
25/01/2018,3.571428571,28,Medium,Laval,QC,Medicate illegally,Daily,1
25/01/2018,4.642857143,28,Medium,Laval,QC,Medicate illegally,Daily,1
25/01/2018,6.5,1,Medium,Laval,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,7,High,Laval,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,7,High,Laval,QC,Medicate illegally,Daily,1
25/01/2018,4.464285714,28,High,Laval,QC,Medicate illegally,Daily,1
25/01/2018,4.285714286,28,High,Laval,QC,Medicate illegally,Daily,1
25/01/2018,7.857142857,28,High,Laval,QC,Medicate illegally,Daily,1
25/01/2018,7.142857143,7,Low,Laval,QC,Recreate illegally,Daily,0
25/01/2018,5,14,Low,Laval,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,Medium,Laval,QC,Recreate illegally,Daily,56
25/01/2018,5,14,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,28,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,3.928571429,28,Medium,Laval,QC,Recreate illegally,Daily,150
25/01/2018,5,28,Medium,Laval,QC,Recreate illegally,Daily,42
25/01/2018,5.714285714,28,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,6.666666667,3,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,28,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,28,Medium,Laval,QC,Recreate illegally,Daily,36
25/01/2018,4.285714286,14,Medium,Laval,QC,Recreate illegally,Daily,60
25/01/2018,5.714285714,28,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,14,Medium,Laval,QC,Recreate illegally,Daily,48
25/01/2018,5,28,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5,7,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,8.285714286,7,Medium,Laval,QC,Recreate illegally,Daily,1
25/01/2018,4.464285714,28,High,Laval,QC,Recreate illegally,Daily,40
25/01/2018,5.714285714,7,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,6.666666667,3,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,11.42857143,3.5,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,High,Laval,QC,Recreate illegally,Daily,56
25/01/2018,6.071428571,28,High,Laval,QC,Recreate illegally,Daily,84
25/01/2018,4.285714286,3.5,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5,1,High,Laval,QC,Recreate illegally,Daily,150
25/01/2018,5,28,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5,28,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,28,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,28,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,4.107142857,28,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.357142857,28,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,7,High,Laval,QC,Recreate illegally,Daily,90
25/01/2018,5.714285714,7,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5,1,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,4.285714286,28,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5,14,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,7,High,Laval,QC,Recreate illegally,Daily,56
25/01/2018,5.178571429,28,High,Laval,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Laval,QC,Medicate illegally,Weekly,2
25/01/2018,5.714285714,3.5,Medium,Laval,QC,Medicate illegally,Weekly,2
25/01/2018,10,1,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,5,28,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,7.857142857,7,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,4.285714286,14,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,3.571428571,28,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,10,1,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,4.107142857,28,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,4.642857143,28,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,7,Medium,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,28,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,5.357142857,14,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,8.571428571,3.5,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,7.142857143,3.5,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,6.785714286,14,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,5.357142857,28,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,3.5,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,14,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,6.428571429,7,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,5.714285714,3.5,High,Laval,QC,Recreate illegally,Weekly,2
25/01/2018,10,1,Medium,Laval,QC,Recreate illegally,Monthly,3
25/01/2018,15,1,Medium,Laval,QC,Recreate illegally,Monthly,3
25/01/2018,10,7,Medium,Laval,QC,Recreate illegally,Monthly,3
25/01/2018,5.714285714,7,High,Laval,QC,Recreate illegally,Monthly,3
25/01/2018,6.428571429,7,High,Laval,QC,Recreate illegally,Monthly,3
25/01/2018,10,1,High,Laval,QC,Recreate illegally,Monthly,0.25
25/01/2018,5,28,High,Laval,QC,Recreate illegally,Monthly,3
25/01/2018,5,1,Low,Laval,QC,Recreate illegally,Yearly,5
25/01/2018,6.428571429,7,Medium,Laval,QC,Recreate illegally,Yearly,5
25/01/2018,5,1,Medium,Laval,QC,Recreate illegally,Yearly,5
25/01/2018,6.428571429,7,Medium,Laval,QC,Recreate illegally,Yearly,5
25/01/2018,8,1,High,Laval,QC,Recreate illegally,Yearly,5
25/01/2018,5.714285714,3.5,High,Laval,QC,Recreate illegally,Yearly,5
25/01/2018,4.285714286,28,High,Montreal-Est,QC,Recreate illegally,,0
25/01/2018,6.428571429,14,Medium,Montreal-Est,QC,Medicate illegally,Daily,1
25/01/2018,6.071428571,14,Medium,Montreal-Est,QC,Recreate illegally,Daily,1
25/01/2018,4.241071429,112,Medium,Montreal-Est,QC,Recreate illegally,Daily,60
25/01/2018,5.714285714,3.5,Medium,Montreal-Est,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,14,Medium,Montreal-Est,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,High,Montreal-Est,QC,Recreate illegally,Daily,1
25/01/2018,4.642857143,14,High,Montreal-Est,QC,Recreate illegally,Daily,1
25/01/2018,3.392857143,28,High,Montreal-Est,QC,Recreate illegally,Daily,56
25/01/2018,7.142857143,3.5,High,Montreal-Est,QC,Recreate illegally,Daily,1
25/01/2018,5.357142857,28,High,Montreal-Est,QC,Recreate illegally,Daily,1
25/01/2018,5,1,High,Montreal-Est,QC,Recreate illegally,Daily,60
25/01/2018,3.571428571,28,High,Montreal-Est,QC,Recreate illegally,Daily,56
25/01/2018,8.571428571,3.5,High,Montreal-Est,QC,Recreate illegally,Daily,1
25/01/2018,5.357142857,28,High,Montreal-Est,QC,Recreate illegally,Daily,1
25/01/2018,3.214285714,28,High,Montreal-Est,QC,Medicate illegally,Weekly,2
25/01/2018,5.714285714,7,High,Montreal-Est,QC,Medicate illegally,Weekly,2
25/01/2018,5.714285714,3.5,High,Montreal-Est,QC,Recreate illegally,Weekly,2
25/01/2018,6.666666667,3,Medium,Montreal-Est,QC,Recreate illegally,Monthly,3
25/01/2018,7.142857143,7,High,Montreal,QC,Medicate legally,,0
25/01/2018,4.285714286,28,High,Montreal,QC,Medicate legally,,0
25/01/2018,4.464285714,28,High,Montreal,QC,Medicate legally,,0
25/01/2018,5.714285714,14,High,Montreal,QC,Medicate illegally,,0
25/01/2018,10,1,High,Montreal,QC,Medicate illegally,,0
25/01/2018,5.714285714,28,,Montreal,QC,Recreate illegally,,0
25/01/2018,10,3.5,Low,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,14,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,3.571428571,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,3.571428571,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,4.285714286,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,3.571428571,112,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,2.857142857,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,4.285714286,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,14,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,3.928571429,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,10,1,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,4.285714286,7,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,16.66666667,1.2,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,3.571428571,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,3.571428571,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,2.857142857,14,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,20,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,4.285714286,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,8.571428571,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5,14,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,10,2,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,4.5,90,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5,7,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,8,1,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,3.571428571,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,20,1,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,4.285714286,28,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5,1,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,14,High,Montreal,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,10,1,High,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,20,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,4.464285714,28,High,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,14,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.357142857,28,High,Montreal,QC,Recreate illegally,,0
25/01/2018,4.285714286,28,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,4.464285714,112,High,Montreal,QC,Recreate illegally,,0
25/01/2018,20,1,High,Montreal,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,6.428571429,28,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5,14,High,Montreal,QC,Recreate illegally,,0
25/01/2018,4.285714286,28,High,Montreal,QC,Recreate illegally,,0
25/01/2018,10,1,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,14,High,Montreal,QC,Recreate illegally,,0
25/01/2018,4,1,High,Montreal,QC,Recreate illegally,,0
25/01/2018,4.285714286,14,High,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,7.142857143,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,4.285714286,28,High,Montreal,QC,Recreate illegally,,0
25/01/2018,6.428571429,7,High,Montreal,QC,Recreate illegally,,0
25/01/2018,3.571428571,14,High,Montreal,QC,Recreate illegally,,0
25/01/2018,4.642857143,28,High,Montreal,QC,Recreate illegally,,0
25/01/2018,3.571428571,28,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5,28,High,Montreal,QC,Recreate illegally,,0
25/01/2018,5.714285714,3.5,High,Montreal,QC,Recreate illegally,,0
25/01/2018,3.571428571,28,,Montreal,QC,Medicate legally,Daily,56
25/01/2018,5.714285714,28,Medium,Montreal,QC,Medicate legally,Daily,112
25/01/2018,3.571428571,28,High,Montreal,QC,Medicate legally,Daily,42
25/01/2018,8.571428571,7,High,Montreal,QC,Medicate legally,Daily,0
25/01/2018,3,50,High,Montreal,QC,Medicate legally,Daily,84
25/01/2018,8,1,High,Montreal,QC,Medicate legally,Daily,1
25/01/2018,4.285714286,28,,Montreal,QC,Medicate illegally,Daily,48
25/01/2018,6,25,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,7.142857143,28,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,14,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,8.571428571,7,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,3.571428571,28,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,2.83,1,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,3.928571429,14,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,3.571428571,28,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,6.428571429,7,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5,28,Medium,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,28,High,Montreal,QC,Medicate illegally,Daily,56
25/01/2018,5.357142857,14,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5.892857143,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,2.678571429,112,High,Montreal,QC,Medicate illegally,Daily,112
25/01/2018,6.428571429,7,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,7.142857143,3.5,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,10,1,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,3.928571429,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,6.428571429,28,High,Montreal,QC,Medicate illegally,Daily,28
25/01/2018,7.142857143,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5.357142857,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,2.142857143,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,6.428571429,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,3.571428571,28,High,Montreal,QC,Medicate illegally,Daily,56
25/01/2018,4.464285714,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5,7,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,10,4,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,8.571428571,7,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,4.285714286,28,High,Montreal,QC,Medicate illegally,Daily,56
25/01/2018,12.28571429,3.5,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5.714285714,28,High,Montreal,QC,Medicate illegally,Daily,112
25/01/2018,4.285714286,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,5,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,3.571428571,28,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,10,3.5,High,Montreal,QC,Medicate illegally,Daily,1
25/01/2018,3.571428571,28,,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,Low,Montreal,QC,Recreate illegally,Daily,35
25/01/2018,7.857142857,14,Low,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,14,Low,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,5,14,Low,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,7,Medium,Montreal,QC,Recreate illegally,Daily,56
25/01/2018,5.357142857,14,Medium,Montreal,QC,Recreate illegally,Daily,56
25/01/2018,3.571428571,28,Medium,Montreal,QC,Recreate illegally,Daily,18
25/01/2018,7.142857143,3.5,Medium,Montreal,QC,Recreate illegally,Daily,22
25/01/2018,5.714285714,7,Medium,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,3.5,Medium,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,3.571428571,28,Medium,Montreal,QC,Recreate illegally,Daily,42
25/01/2018,10,1,Medium,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,5.714285714,3.5,Medium,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,6.428571429,7,Medium,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,3.5,1,Medium,Montreal,QC,Recreate illegally,Daily,1
25/01/2018,7.142857143,14,Medium,Montreal,QC,Recreate illegally,Daily,1
